Frequency_Hz,Original_dB,Truncated_dB,Difference_dB
348.632812,-6.042371,-6.034619,0.007751
349.365234,-6.011815,-6.005272,0.006543
350.097656,-5.974361,-5.973504,0.000857
350.830078,-5.933733,-5.929268,0.004465
351.562500,-5.888751,-5.885031,0.003720
352.294922,-5.842895,-5.840795,0.002100
353.027344,-5.796623,-5.796428,0.000195
353.759766,-5.751151,-5.751305,-0.000154
354.492188,-5.706228,-5.706181,0.000047
355.224609,-5.661454,-5.661058,0.000396
355.957031,-5.616285,-5.615388,0.000898
356.689453,-5.569297,-5.566116,0.003181
357.421875,-5.520818,-5.516844,0.003974
358.154297,-5.469977,-5.467572,0.002405
358.886719,-5.418268,-5.417876,0.000392
359.619141,-5.365782,-5.364954,0.000828
360.351562,-5.312429,-5.312032,0.000396
361.083984,-5.258688,-5.259110,-0.000422
361.816406,-5.206934,-5.206924,0.000010
362.548828,-5.156640,-5.161298,-0.004658
363.281250,-5.110178,-5.115671,-0.005493
364.013672,-5.065794,-5.070045,-0.004251
364.746094,-5.025491,-5.025144,0.000346
365.478516,-4.986463,-4.988014,-0.001551
366.210938,-4.948771,-4.950883,-0.002113
366.943359,-4.912308,-4.913753,-0.001445
367.675781,-4.877246,-4.876996,0.000250
368.408203,-4.843316,-4.845205,-0.001888
369.140625,-4.810491,-4.813413,-0.002922
369.873047,-4.779774,-4.781621,-0.001848
370.605469,-4.750437,-4.750096,0.000341
371.337891,-4.721867,-4.723187,-0.001319
372.070312,-4.693858,-4.696278,-0.002420
372.802734,-4.667489,-4.669368,-0.001880
373.535156,-4.642544,-4.642838,-0.000295
374.267578,-4.622510,-4.625624,-0.003114
375.000000,-4.604195,-4.608410,-0.004214
375.732422,-4.588691,-4.591195,-0.002505
376.464844,-4.574148,-4.573933,0.000215
377.197266,-4.560850,-4.554692,0.006158
377.929688,-4.544672,-4.535450,0.009221
378.662109,-4.523644,-4.516209,0.007435
379.394531,-4.497369,-4.496813,0.000556
380.126953,-4.464833,-4.458771,0.006062
380.859375,-4.427887,-4.420729,0.007158
381.591797,-4.386572,-4.382688,0.003884
382.324219,-4.345168,-4.344646,0.000522
383.056641,-4.303694,-4.301659,0.002035
383.789062,-4.261451,-4.258637,0.002814
384.521484,-4.218469,-4.215615,0.002855
385.253906,-4.173191,-4.172592,0.000599
385.986328,-4.126524,-4.128181,-0.001657
386.718750,-4.081287,-4.083738,-0.002451
387.451172,-4.037093,-4.039295,-0.002202
388.183594,-3.995136,-3.994852,0.000284
388.916016,-3.954386,-3.954451,-0.000065
389.648438,-3.914179,-3.914210,-0.000031
390.380859,-3.874211,-3.873969,0.000242
391.113281,-3.834091,-3.833728,0.000362
391.845703,-3.793720,-3.791374,0.002346
392.578125,-3.751781,-3.748900,0.002881
393.310547,-3.709011,-3.706426,0.002585
394.042969,-3.664608,-3.663952,0.000656
394.775391,-3.619873,-3.621836,-0.001962
395.507812,-3.577631,-3.579746,-0.002114
396.240234,-3.536410,-3.537656,-0.001246
396.972656,-3.495613,-3.495566,0.000047
397.705078,-3.454837,-3.453050,0.001786
398.437500,-3.412775,-3.410495,0.002280
399.169922,-3.370015,-3.367940,0.002075
399.902344,-3.325755,-3.325385,0.000371
400.634766,-3.280719,-3.280019,0.000700
401.367188,-3.234599,-3.234341,0.000258
402.099609,-3.188097,-3.188664,-0.000566
402.832031,-3.143227,-3.142986,0.000241
403.564453,-3.099349,-3.100673,-0.001324
404.296875,-3.056770,-3.058798,-0.002028
405.029297,-3.015090,-3.016923,-0.001833
405.761719,-2.975024,-2.975048,-0.000024
406.494141,-2.936130,-2.936345,-0.000215
407.226562,-2.897530,-2.898119,-0.000589
407.958984,-2.859178,-2.859893,-0.000715
408.691406,-2.821850,-2.821667,0.000183
409.423828,-2.785542,-2.787287,-0.001744
410.156250,-2.750529,-2.753565,-0.003035
410.888672,-2.717078,-2.719843,-0.002765
411.621094,-2.685745,-2.686121,-0.000376
412.353516,-2.657519,-2.659678,-0.002159
413.085938,-2.631023,-2.634638,-0.003615
413.818359,-2.607513,-2.609598,-0.002085
414.550781,-2.584524,-2.584558,-0.000034
415.283203,-2.562160,-2.562226,-0.000065
416.015625,-2.540149,-2.540476,-0.000327
416.748047,-2.519339,-2.518727,0.000612
417.480469,-2.498098,-2.496977,0.001121
418.212891,-2.472847,-2.471593,0.001253
418.945312,-2.446588,-2.445343,0.001245
419.677734,-2.419817,-2.419093,0.000723
420.410156,-2.392937,-2.392843,0.000094
421.142578,-2.367223,-2.365647,0.001575
421.875000,-2.342135,-2.338203,0.003932
422.607422,-2.314351,-2.310759,0.003592
423.339844,-2.284223,-2.283315,0.000908
424.072266,-2.252382,-2.247929,0.004454
424.804688,-2.218387,-2.210258,0.008130
425.537109,-2.180780,-2.172587,0.008193
426.269531,-2.136308,-2.134916,0.001392
427.001953,-2.089635,-2.087821,0.001814
427.734375,-2.037541,-2.037768,-0.000227
428.466797,-1.985330,-1.987714,-0.002384
429.199219,-1.937476,-1.937661,-0.000185
429.931641,-1.890832,-1.891827,-0.000995
430.664062,-1.845395,-1.847431,-0.002036
431.396484,-1.800629,-1.803035,-0.002407
432.128906,-1.758126,-1.758639,-0.000513
432.861328,-1.717525,-1.717932,-0.000407
433.593750,-1.677344,-1.678586,-0.001242
434.326172,-1.637745,-1.639240,-0.001495
435.058594,-1.599362,-1.599895,-0.000533
435.791016,-1.564046,-1.566432,-0.002385
436.523438,-1.529792,-1.535315,-0.005523
437.255859,-1.499836,-1.504198,-0.004361
437.988281,-1.471305,-1.473081,-0.001776
438.720703,-1.448164,-1.451746,-0.003582
439.453125,-1.427780,-1.434615,-0.006835
440.185547,-1.411547,-1.417484,-0.005937
440.917969,-1.399234,-1.400353,-0.001119
441.650391,-1.388199,-1.387428,0.000771
442.382812,-1.379432,-1.376445,0.002987
443.115234,-1.369855,-1.365463,0.004392
443.847656,-1.355698,-1.354480,0.001218
444.580078,-1.340790,-1.340442,0.000348
445.312500,-1.325570,-1.324889,0.000681
446.044922,-1.310203,-1.309336,0.000867
446.777344,-1.294208,-1.293783,0.000424
447.509766,-1.277641,-1.275875,0.001765
448.242188,-1.259983,-1.256717,0.003267
448.974609,-1.240279,-1.237558,0.002721
449.707031,-1.220004,-1.218399,0.001605
450.439453,-1.197446,-1.198036,-0.000590
451.171875,-1.174665,-1.176989,-0.002324
451.904297,-1.153891,-1.155942,-0.002052
452.636719,-1.134251,-1.134895,-0.000644
